ED_COUNTER,ED_INTERPOLATED,ED_RAW_CQ,ED_AF3,ED_F7,ED_F3,ED_FC5,ED_T7,ED_P7,ED_O1,ED_O2,ED_P8,ED_T8,ED_FC6,ED_F4,ED_F8,ED_AF4,ED_GYROX,ED_GYROY,ED_TIMESTAMP,ED_ES_TIMESTAMP,ED_FUNC_ID,ED_FUNC_VALUE,ED_MARKER,ED_SYNC_SIGNAL,
66,0,526,4246.153846,647.692308,4173.846154,3954.358974,4134.358974,647.692308,647.692308,4303.589744,4323.589744,4168.717949,646.153846,646.153846,4183.076923,3304.615385,1700,1692,3350.502,191.242477,0,0,0,0,
67,0,0,4253.846154,647.692308,4176.923077,3963.589744,4135.384615,647.692308,647.692308,4301.538462,4324.615385,4171.794872,646.153846,646.153846,4180.512821,3305.641026,1698,1693,3350.505,191.242477,0,0,0,0,
"17:12:41	",68,0,0,4247.179487,647.692308,4173.333333,3963.076923,4135.384615,647.692308,647.692308,4297.948718,4320,4168.205128,646.153846,646.153846,4174.871795,3304.615385,1697,1693,3350.514,191.273758,0,0,0,0
69,0,0,4235.384615,647.692308,4172.307692,3957.435897,4135.384615,647.692308,647.692308,4291.794872,4313.333333,4158.461538,646.153846,646.153846,4171.794872,3301.538462,1697,1693,3350.521,191.273758,0,0,0,0,
70,0,0,4240,647.692308,4176.923077,3958.974359,4135.384615,647.692308,647.692308,4282.564103,4310.769231,4154.871795,646.153846,646.153846,4171.794872,3303.076923,1697,1692,3350.533,191.273758,0,0,0,0,
71,0,433,4256.923077,647.692308,4180,3966.666667,4135.384615,647.692308,647.692308,4277.948718,4311.794872,4158.974359,646.153846,646.153846,4171.282051,3306.153846,1697,1692,3350.537,191.273758,0,0,0,0,
72,0,622,4261.538462,647.692308,4180.512821,3967.692308,4135.384615,647.692308,647.692308,4282.564103,4313.333333,4160,646.153846,646.153846,4170.769231,3302.051282,1698,1690,3350.544,191.305023,0,0,0,0,
73,0,695,4249.230769,647.692308,4178.461538,3962.564103,4135.384615,647.692308,647.692308,4283.076923,4306.666667,4152.820513,646.153846,646.153846,4170.769231,3296.410256,1699,1691,3350.552,191.305023,0,0,0,0,
74,0,393,4246.153846,647.692308,4171.794872,3960.512821,4135.384615,647.692308,647.692308,4275.384615,4296.410256,4140.512821,646.153846,646.153846,4164.102564,3293.846154,1699,1691,3350.563,191.305023,0,0,0,0,
75,0,350,4251.794872,647.692308,4167.179487,3963.076923,4135.384615,647.692308,647.692308,4271.794872,4293.846154,4131.794872,646.153846,646.153846,4156.923077,3291.794872,1700,1691,3350.568,191.305023,0,0,0,0,
"17:12:41	",76,0,0,4251.282051,647.692308,4171.794872,3966.153846,4135.384615,647.692308,647.692308,4281.025641,4300,4139.487179,646.153846,646.153846,4162.051282,3291.282051,1700,1689,3350.576,191.336304,0,0,0,0
77,0,0,4251.794872,647.692308,4186.153846,3970.25641,4135.384615,647.692308,647.692308,4291.794872,4311.282051,4158.974359,646.153846,646.153846,4170.769231,3295.897436,1700,1690,3350.584,191.336304,0,0,0,0,
78,0,393,4261.025641,647.692308,4196.923077,3974.358974,4135.384615,647.692308,647.692308,4296.923077,4324.102564,4169.74359,646.153846,646.153846,4172.307692,3302.051282,1701,1689,3350.597,191.336304,0,0,0,0,
79,0,350,4266.666667,647.692308,4190.769231,3977.435897,4135.384615,647.692308,647.692308,4297.435897,4322.051282,4164.102564,646.153846,646.153846,4170.769231,3298.974359,1700,1690,3350.6,191.336304,0,0,0,0,
"17:12:41	",84,0,0,4243.589744,647.692308,4164.102564,3957.435897,4135.897436,647.692308,647.692308,4277.435897,4283.589744,4125.128205,646.153846,646.153846,4155.384615,3287.692308,1696,1691,3350.639,191.398865,0,0,0,0
85,0,0,4253.333333,647.692308,4176.410256,3964.102564,4135.897436,647.692308,647.692308,4283.589744,4298.461538,4139.487179,646.153846,646.153846,4164.102564,3292.307692,1697,1690,3350.646,191.398865,0,0,0,0,
86,0,393,4255.384615,647.692308,4182.051282,3969.230769,4135.897436,647.692308,647.692308,4296.923077,4313.333333,4156.923077,646.153846,646.153846,4168.717949,3302.051282,1695,1691,3350.658,191.398865,0,0,0,0,
87,0,350,4250.769231,647.692308,4182.564103,3970.769231,4135.897436,647.692308,647.692308,4300.512821,4315.897436,4156.923077,646.153846,646.153846,4167.179487,3305.641026,1695,1692,3350.662,191.398865,0,0,0,0,
"17:12:41	",88,0,0,4265.128205,647.692308,4189.230769,3976.923077,4135.897436,647.692308,647.692308,4305.641026,4328.205128,4167.692308,646.153846,646.153846,4176.410256,3307.179487,1695,1693,3350.671,191.43013,0,0,0,0
89,0,0,4281.025641,647.692308,4196.923077,3979.487179,4135.897436,647.692308,647.692308,4319.487179,4341.538462,4186.153846,646.153846,646.153846,4186.153846,3310.769231,1696,1692,3350.677,191.43013,0,0,0,0,
90,0,393,4280,647.692308,4200,3977.948718,4135.897436,647.692308,647.692308,4325.128205,4340,4188.205128,646.153846,646.153846,4185.641026,3311.794872,1696,1692,3350.688,191.43013,0,0,0,0,
91,0,350,4278.461538,647.692308,4200.512821,3981.025641,4135.897436,647.692308,647.692308,4309.230769,4337.435897,4185.128205,646.153846,646.153846,4187.179487,3316.410256,1698,1692,3350.693,191.43013,0,0,0,0,
92,0,0,4276.410256,647.692308,4198.974359,3977.948718,4135.897436,647.692308,647.692308,4298.461538,4351.282051,4200,646.153846,646.153846,4197.948718,3322.564103,1698,1692,3350.701,191.461411,0,0,0,0,
93,0,0,4261.538462,647.692308,4194.871795,3961.025641,4135.897436,647.692308,647.692308,4311.282051,4368.205128,4220,646.153846,646.153846,4206.153846,3319.487179,1699,1693,3350.709,191.461411,0,0,0,0,
94,0,393,4247.179487,647.692308,4191.794872,3949.74359,4135.897436,647.692308,647.692308,4326.666667,4372.820513,4228.205128,646.153846,646.153846,4211.282051,3315.897436,1700,1692,3350.72,191.461411,0,0,0,0,
95,0,350,4247.692308,647.692308,4187.179487,3951.794872,4135.897436,647.692308,647.692308,4321.538462,4371.794872,4225.641026,646.153846,646.153846,4212.307692,3316.923077,1700,1693,3350.724,191.461411,0,0,0,0,
"17:12:41	",96,0,0,4256.410256,647.692308,4175.897436,3953.846154,4135.897436,647.692308,647.692308,4307.179487,4365.641026,4218.461538,646.153846,646.153846,4209.230769,3316.410256,1701,1693,3350.732,191.492691,0,0,0,0
97,0,0,4265.128205,647.692308,4177.948718,3957.948718,4135.897436,647.692308,647.692308,4308.205128,4366.666667,4218.974359,646.153846,646.153846,4211.282051,3319.487179,1700,1694,3350.74,191.492691,0,0,0,0,
98,0,393,4269.230769,647.692308,4192.307692,3963.589744,4135.897436,647.692308,647.692308,4314.358974,4373.333333,4221.538462,646.153846,646.153846,4212.307692,3326.153846,1702,1694,3350.752,191.492691,0,0,0,0,
99,0,350,4271.794872,647.692308,4197.435897,3967.179487,4135.897436,647.692308,647.692308,4309.230769,4368.717949,4217.435897,646.153846,646.153846,4208.717949,3325.641026,1700,1693,3350.756,191.492691,0,0,0,0,
"17:12:41	",100,0,0,4267.179487,647.692308,4190.769231,3972.307692,4135.897436,647.692308,647.692308,4302.051282,4354.871795,4208.717949,646.153846,646.153846,4203.589744,3317.948718,1701,1692,3350.765,191.523972,0,0,0,0
101,0,0,4261.025641,647.692308,4182.564103,3976.410256,4135.897436,647.692308,647.692308,4291.794872,4340,4188.205128,646.153846,646.153846,4192.307692,3310.25641,1700,1693,3350.77,191.523972,0,0,0,0,
102,0,393,4261.025641,647.692308,4174.871795,3974.871795,4135.897436,647.692308,647.692308,4278.461538,4327.692308,4167.692308,646.153846,646.153846,4181.025641,3306.153846,1701,1693,3350.782,191.523972,0,0,0,0,
103,0,350,4257.435897,647.692308,4171.282051,3974.358974,4135.897436,647.692308,647.692308,4280.512821,4322.564103,4166.666667,646.153846,646.153846,4179.487179,3307.692308,1698,1693,3350.787,191.523972,0,0,0,0,
104,0,0,4264.102564,647.692308,4180.512821,3981.538462,4135.897436,647.692308,647.692308,4289.230769,4329.230769,4177.948718,646.153846,646.153846,4185.128205,3315.384615,1698,1694,3350.795,191.555237,0,0,0,0,
105,0,0,4282.564103,647.692308,4195.384615,3994.871795,4135.897436,647.692308,647.692308,4292.820513,4340.512821,4188.205128,646.153846,646.153846,4190.769231,3323.076923,1697,1693,3350.802,191.555237,0,0,0,0,
106,0,393,4282.564103,647.692308,4197.948718,3999.487179,4135.897436,647.692308,647.692308,4291.282051,4342.051282,4188.717949,646.153846,646.153846,4192.307692,3323.589744,1695,1696,3350.814,191.555237,0,0,0,0,
107,0,350,4271.282051,647.692308,4189.74359,3991.282051,4135.897436,647.692308,647.692308,4277.948718,4330.25641,4176.410256,646.153846,646.153846,4184.102564,3318.974359,1697,1696,3350.818,191.555237,0,0,0,0,
"17:12:41	",108,0,0,4273.333333,647.692308,4187.692308,3988.717949,4135.897436,647.692308,647.692308,4261.538462,4318.974359,4162.564103,646.153846,646.153846,4175.384615,3318.974359,1695,1696,3350.826,191.586517,0,0,0,0
109,0,0,4283.076923,647.692308,4191.794872,3994.358974,4135.897436,647.692308,647.692308,4264.615385,4321.025641,4164.102564,646.153846,646.153846,4177.948718,3324.615385,1696,1696,3350.834,191.586517,0,0,0,0,
110,0,393,4282.564103,647.692308,4187.179487,3994.871795,4135.897436,647.692308,647.692308,4273.333333,4322.051282,4165.641026,646.153846,646.153846,4177.948718,3323.589744,1697,1695,3350.846,191.586517,0,0,0,0,
111,0,350,4275.897436,647.692308,4178.974359,3991.282051,4135.897436,647.692308,647.692308,4268.717949,4309.74359,4151.794872,646.153846,646.153846,4171.794872,3316.923077,1698,1694,3350.85,191.586517,0,0,0,0,
112,0,0,4277.948718,647.692308,4182.051282,3997.948718,4135.897436,647.692308,647.692308,4276.410256,4314.358974,4156.923077,646.153846,646.153846,4176.923077,3322.564103,1699,1693,3350.858,191.617798,0,0,0,0,
113,0,0,4282.564103,647.692308,4193.846154,4004.615385,4135.897436,647.692308,647.692308,4293.333333,4336.410256,4182.051282,646.153846,646.153846,4187.179487,3330.769231,1700,1693,3350.865,191.617798,0,0,0,0,
114,0,393,4276.923077,647.692308,4198.974359,4002.564103,4135.897436,647.692308,647.692308,4294.871795,4338.974359,4184.102564,646.153846,646.153846,4187.179487,3327.692308,1701,1692,3350.876,191.617798,0,0,0,0,
115,0,350,4281.025641,647.692308,4189.230769,4005.128205,4135.897436,647.692308,647.692308,4291.794872,4331.794872,4177.435897,646.153846,646.153846,4187.692308,3328.205128,1702,1692,3350.881,191.617798,0,0,0,0,
"17:12:41	",116,0,0,4297.435897,647.692308,4182.564103,4011.794872,4135.897436,647.692308,647.692308,4277.948718,4329.74359,4175.897436,646.153846,646.153846,4187.179487,3332.307692,1701,1691,3350.89,191.649078,0,0,0,0
117,0,0,4305.128205,647.692308,4190.25641,4016.410256,4135.897436,647.692308,647.692308,4256.923077,4323.076923,4169.74359,646.153846,646.153846,4179.487179,3331.282051,1701,1694,3350.896,191.649078,0,0,0,0,
118,0,393,4295.384615,647.692308,4189.74359,4012.820513,4135.897436,647.692308,647.692308,4256.410256,4315.897436,4163.589744,646.153846,646.153846,4176.410256,3327.179487,1702,1692,3350.908,191.649078,0,0,0,0,
119,0,350,4281.538462,647.692308,4181.025641,4009.230769,4135.897436,647.692308,647.692308,4268.717949,4320.512821,4164.615385,646.153846,646.153846,4179.487179,3326.153846,1700,1693,3350.912,191.649078,0,0,0,0,
"17:12:41	",120,0,0,4287.179487,647.692308,4186.153846,4014.358974,4135.897436,647.692308,647.692308,4274.358974,4332.307692,4177.948718,646.153846,646.153846,4185.128205,3331.794872,1700,1693,3350.92,191.680344,0,0,0,0
121,0,0,4294.358974,647.692308,4187.692308,4015.897436,4135.897436,647.692308,647.692308,4266.153846,4328.717949,4178.974359,646.153846,646.153846,4183.589744,3331.794872,1699,1693,3350.928,191.680344,0,0,0,0,
122,0,393,4278.974359,647.692308,4168.205128,4008.717949,4135.897436,647.692308,647.692308,4250.25641,4308.717949,4154.871795,646.153846,646.153846,4171.794872,3324.102564,1697,1694,3350.939,191.680344,0,0,0,0,
123,0,350,4266.153846,647.692308,4158.461538,4007.692308,4135.897436,647.692308,647.692308,4239.487179,4300.512821,4140,646.153846,646.153846,4165.128205,3318.974359,1697,1693,3350.942,191.680344,0,0,0,0,
124,0,0,4270.769231,647.692308,4161.538462,4009.230769,4135.897436,647.692308,647.692308,4222.564103,4292.307692,4131.282051,646.153846,646.153846,4157.948718,3314.871795,1696,1693,3350.951,191.711624,0,0,0,0,
125,0,0,4263.076923,647.692308,4152.820513,4003.076923,4135.897436,647.692308,647.692308,4206.153846,4273.333333,4111.794872,646.153846,646.153846,4148.205128,3307.179487,1696,1693,3350.959,191.711624,0,0,0,0,
126,0,393,4260,647.692308,4150.25641,4004.102564,4135.897436,647.692308,647.692308,4218.974359,4274.871795,4110.25641,646.153846,646.153846,4147.692308,3307.692308,1695,1693,3350.971,191.711624,0,0,0,0,
127,0,350,4275.897436,647.692308,4161.538462,4011.282051,4135.897436,647.692308,647.692308,4240.512821,4292.820513,4130.769231,646.153846,646.153846,4154.358974,3314.871795,1696,1692,3350.974,191.711624,0,0,0,0,
"17:12:41	",128,0,0,4274.358974,647.692308,4165.641026,4010.769231,4135.897436,647.692308,647.692308,4238.974359,4296.410256,4137.948718,646.153846,646.153846,4156.410256,3317.435897,1696,1692,3350.983,191.742905,0,0,0,0
0,0,513,4260.512821,647.692308,4158.461538,4010.25641,4135.897436,647.692308,647.692308,4228.717949,4288.717949,4130.769231,646.153846,646.153846,4153.846154,3314.358974,1696,1692,3350.99,191.742905,0,0,0,0,
1,0,352,4260,647.692308,4155.897436,4014.871795,4135.897436,647.692308,647.692308,4227.692308,4286.153846,4127.179487,646.153846,646.153846,4151.282051,3309.230769,1697,1693,3351.002,191.742905,0,0,0,0,
2,0,526,4266.666667,647.692308,4171.282051,4019.487179,4135.897436,647.692308,647.692308,4232.820513,4288.717949,4131.282051,646.153846,646.153846,4152.820513,3308.717949,1698,1694,3351.006,191.742905,0,0,0,0,
"17:12:41	",3,0,0,4277.435897,647.692308,4185.641026,4029.230769,4135.897436,647.692308,647.692308,4231.794872,4293.333333,4136.923077,646.153846,646.153846,4158.461538,3313.846154,1699,1694,3351.015,191.774185,0,0,0,0
4,0,0,4293.333333,647.692308,4180.512821,4040,4135.897436,647.692308,647.692308,4231.794872,4301.025641,4142.564103,646.153846,646.153846,4160,3318.974359,1699,1693,3351.021,191.774185,0,0,0,0,
5,0,0,4296.923077,647.692308,4174.871795,4041.025641,4135.897436,647.692308,647.692308,4240,4304.615385,4145.128205,646.153846,646.153846,4161.025641,3320,1699,1694,3351.033,191.774185,0,0,0,0,
6,0,0,4282.564103,647.692308,4185.128205,4040,4135.897436,647.692308,647.692308,4240.512821,4298.974359,4139.487179,646.153846,646.153846,4161.025641,3319.487179,1700,1693,3351.038,191.774185,0,0,0,0,
7,0,433,4284.102564,647.692308,4193.846154,4048.205128,4135.897436,647.692308,647.692308,4228.717949,4290.25641,4130.769231,646.153846,646.153846,4155.384615,3321.538462,1699,1694,3351.046,191.805466,0,0,0,0,
8,0,622,4299.487179,647.692308,4192.820513,4054.871795,4135.897436,647.692308,647.692308,4225.128205,4287.179487,4125.641026,646.153846,646.153846,4151.282051,3323.589744,1700,1692,3351.053,191.805466,0,0,0,0,
9,0,695,4308.717949,647.692308,4188.717949,4053.846154,4135.897436,647.692308,647.692308,4237.435897,4299.487179,4138.974359,646.153846,646.153846,4160,3326.666667,1699,1691,3351.064,191.805466,0,0,0,0,
10,0,393,4317.948718,647.692308,4191.282051,4054.871795,4135.897436,647.692308,647.692308,4256.410256,4322.051282,4167.179487,646.153846,646.153846,4173.846154,3335.384615,1699,1691,3351.069,191.805466,0,0,0,0,
"17:12:41	",11,0,350,4330.25641,647.692308,4200,4061.025641,4135.897436,647.692308,647.692308,4271.282051,4331.282051,4180.512821,646.153846,646.153846,4180,3341.025641,1698,1688,3351.077,191.836731,0,0,0,0
12,0,0,4332.820513,647.692308,4199.487179,4063.076923,4135.897436,647.692308,647.692308,4270.25641,4324.615385,4173.846154,646.153846,646.153846,4178.974359,3338.974359,1697,1689,3351.084,191.836731,0,0,0,0,
13,0,0,4322.564103,647.692308,4193.333333,4060,4135.897436,647.692308,647.692308,4244.102564,4308.717949,4152.307692,646.153846,646.153846,4170.25641,3333.846154,1697,1687,3351.096,191.836731,0,0,0,0,
14,0,393,4315.897436,647.692308,4195.897436,4063.589744,4135.897436,647.692308,647.692308,4225.128205,4294.871795,4136.410256,646.153846,646.153846,4162.564103,3333.333333,1697,1688,3351.1,191.836731,0,0,0,0,
15,0,350,4323.589744,647.692308,4200.512821,4068.205128,4135.897436,647.692308,647.692308,4228.205128,4292.307692,4136.923077,646.153846,646.153846,4162.051282,3338.461538,1697,1688,3351.108,191.868011,0,0,0,0,
16,0,0,4340,647.692308,4196.410256,4067.692308,4135.897436,647.692308,647.692308,4223.589744,4293.333333,4135.897436,646.153846,646.153846,4160.512821,3338.974359,1696,1691,3351.115,191.868011,0,0,0,0,
17,0,0,4345.641026,647.692308,4190.769231,4071.794872,4135.897436,647.692308,647.692308,4220.512821,4288.205128,4128.205128,646.153846,646.153846,4154.358974,3333.333333,1697,1693,3351.127,191.868011,0,0,0,0,
18,0,0,4339.487179,647.692308,4193.333333,4076.410256,4135.897436,647.692308,647.692308,4233.333333,4287.179487,4129.230769,646.153846,646.153846,4154.358974,3336.410256,1695,1697,3351.131,191.868011,0,0,0,0,
"17:12:41	",19,0,0,4335.384615,647.692308,4204.102564,4075.384615,4135.897436,647.692308,647.692308,4245.128205,4298.461538,4140,646.153846,646.153846,4163.589744,3344.102564,1696,1698,3351.139,191.899292,0,0,0,0
20,0,0,4332.307692,647.692308,4204.615385,4073.846154,4135.897436,647.692308,647.692308,4245.641026,4297.435897,4136.923077,646.153846,646.153846,4163.076923,3343.076923,1696,1698,3351.147,191.899292,0,0,0,0,
21,0,0,4331.794872,647.692308,4189.74359,4073.846154,4135.897436,647.692308,647.692308,4251.794872,4287.179487,4129.74359,646.153846,646.153846,4156.923077,3338.974359,1697,1697,3351.158,191.899292,0,0,0,0,
22,0,0,4345.641026,647.692308,4187.692308,4076.410256,4135.897436,647.692308,647.692308,4270.25641,4304.615385,4150.25641,646.153846,646.153846,4167.179487,3344.615385,1697,1695,3351.163,191.899292,0,0,0,0,
"17:12:41	",23,0,0,4353.846154,647.692308,4198.974359,4083.076923,4135.897436,647.692308,647.692308,4284.102564,4328.205128,4172.820513,646.153846,646.153846,4180.512821,3351.282051,1699,1693,3351.171,191.930573,0,0,0,0
24,0,0,4336.410256,647.692308,4197.435897,4086.153846,4135.897436,647.692308,647.692308,4281.538462,4317.948718,4163.076923,646.153846,646.153846,4174.871795,3349.230769,1701,1690,3351.178,191.930573,0,0,0,0,
25,0,0,4332.820513,647.692308,4193.846154,4087.179487,4135.897436,647.692308,647.692308,4268.717949,4304.615385,4149.74359,646.153846,646.153846,4167.179487,3346.666667,1700,1689,3351.189,191.930573,0,0,0,0,
26,0,0,4348.717949,647.692308,4200,4091.794872,4135.897436,647.692308,647.692308,4262.051282,4307.692308,4149.74359,646.153846,646.153846,4168.717949,3346.666667,1701,1686,3351.195,191.930573,0,0,0,0,
27,0,0,4345.128205,647.692308,4197.435897,4092.307692,4135.897436,647.692308,647.692308,4264.615385,4304.615385,4144.615385,646.153846,646.153846,4166.153846,3344.615385,1702,1684,3351.203,191.961838,0,0,0,0,
28,0,0,4331.282051,647.692308,4191.794872,4089.230769,4135.897436,647.692308,647.692308,4265.128205,4299.487179,4140,646.153846,646.153846,4160,3342.564103,1703,1683,3351.209,191.961838,0,0,0,0,
29,0,0,4334.358974,647.692308,4195.384615,4091.794872,4135.897436,647.692308,647.692308,4258.974359,4300.512821,4142.564103,646.153846,646.153846,4163.076923,3342.564103,1701,1685,3351.221,191.961838,0,0,0,0,
30,0,0,4345.128205,647.692308,4194.358974,4093.846154,4135.897436,647.692308,647.692308,4250.769231,4297.435897,4138.974359,646.153846,646.153846,4166.153846,3344.615385,1701,1686,3351.225,191.961838,0,0,0,0,
"17:12:41	",31,0,0,4338.461538,647.692308,4180,4088.205128,4135.897436,647.692308,647.692308,4232.307692,4278.974359,4118.974359,646.153846,646.153846,4154.871795,3338.974359,1700,1688,3351.232,191.993118,0,0,0,0
32,0,0,4318.461538,647.692308,4173.846154,4080.512821,4135.897436,647.692308,647.692308,4225.128205,4265.641026,4105.128205,646.153846,646.153846,4142.051282,3328.205128,1700,1689,3351.24,191.993118,0,0,0,0,
33,0,0,4305.128205,647.692308,4180,4078.461538,4135.897436,647.692308,647.692308,4250.25641,4274.871795,4114.358974,646.153846,646.153846,4147.692308,3329.230769,1699,1689,3351.251,191.993118,0,0,0,0,
34,0,0,4298.974359,647.692308,4173.846154,4078.461538,4135.897436,647.692308,647.692308,4267.179487,4280,4118.974359,646.153846,646.153846,4150.769231,3332.307692,1697,1691,3351.258,191.993118,0,0,0,0,
"17:12:41	",35,0,0,4285.128205,647.692308,4161.538462,4076.410256,4135.897436,647.692308,647.692308,4243.076923,4263.076923,4100,646.153846,646.153846,4137.435897,3321.538462,1697,1690,3351.265,192.024399,0,0,0,0
36,0,0,4281.538462,647.692308,4158.974359,4080,4135.897436,647.692308,647.692308,4214.871795,4249.230769,4083.076923,646.153846,646.153846,4128.205128,3314.871795,1696,1692,3351.272,192.024399,0,0,0,0,
37,0,0,4299.487179,647.692308,4167.692308,4088.205128,4135.897436,647.692308,647.692308,4224.102564,4266.666667,4102.051282,646.153846,646.153846,4136.923077,3325.128205,1697,1692,3351.283,192.024399,0,0,0,0,
38,0,0,4297.435897,647.692308,4165.641026,4084.102564,4135.897436,647.692308,647.692308,4231.794872,4272.820513,4110.769231,646.153846,646.153846,4137.435897,3321.025641,1697,1693,3351.288,192.024399,0,0,0,0,
39,0,0,4281.025641,647.692308,4157.948718,4075.384615,4135.897436,647.692308,647.692308,4212.307692,4249.74359,4086.153846,646.153846,646.153846,4124.102564,3303.589744,1697,1693,3351.296,192.055679,0,0,0,0,
40,0,0,4284.615385,647.692308,4160,4076.410256,4135.897436,647.692308,647.692308,4205.128205,4250.25641,4084.102564,646.153846,646.153846,4125.128205,3303.076923,1698,1692,3351.303,192.055679,0,0,0,0,
41,0,0,4294.871795,647.692308,4167.692308,4078.974359,4135.897436,647.692308,647.692308,4218.974359,4273.846154,4109.74359,646.153846,646.153846,4135.897436,3311.282051,1699,1693,3351.316,192.055679,0,0,0,0,
42,0,0,4293.846154,647.692308,4172.820513,4079.487179,4135.897436,647.692308,647.692308,4235.897436,4282.564103,4121.538462,646.153846,646.153846,4140.512821,3311.282051,1699,1692,3351.319,192.055679,0,0,0,0,
"17:12:41	",43,0,0,4286.153846,647.692308,4169.74359,4077.948718,4135.897436,647.692308,647.692308,4246.153846,4274.871795,4113.333333,646.153846,646.153846,4140,3308.717949,1700,1693,3351.327,192.086945,0,0,0,0
44,0,0,4281.025641,647.692308,4166.153846,4075.897436,4135.897436,647.692308,647.692308,4255.384615,4275.384615,4114.358974,646.153846,646.153846,4140.512821,3314.871795,1700,1692,3351.334,192.086945,0,0,0,0,
45,0,0,4280.512821,647.692308,4166.153846,4075.384615,4135.897436,647.692308,647.692308,4269.230769,4284.102564,4124.615385,646.153846,646.153846,4144.615385,3320.512821,1700,1693,3351.346,192.086945,0,0,0,0,
46,0,0,4279.487179,647.692308,4164.102564,4074.358974,4135.897436,647.692308,647.692308,4268.205128,4280,4118.974359,646.153846,646.153846,4142.564103,3314.358974,1701,1691,3351.35,192.086945,0,0,0,0,
47,0,0,4277.948718,647.692308,4158.461538,4074.358974,4135.897436,647.692308,647.692308,4253.333333,4267.179487,4103.076923,646.153846,646.153846,4135.897436,3307.692308,1700,1691,3351.358,192.118225,0,0,0,0,
48,0,0,4279.487179,647.692308,4150.25641,4075.384615,4135.897436,647.692308,647.692308,4237.435897,4258.974359,4092.820513,646.153846,646.153846,4128.205128,3305.641026,1701,1690,3351.365,192.118225,0,0,0,0,
49,0,0,4287.692308,647.692308,4150.25641,4074.358974,4135.897436,647.692308,647.692308,4228.205128,4259.487179,4092.307692,646.153846,646.153846,4128.717949,3308.205128,1699,1690,3351.377,192.118225,0,0,0,0,
50,0,0,4295.897436,647.692308,4160,4074.871795,4135.897436,647.692308,647.692308,4231.282051,4273.333333,4107.692308,646.153846,646.153846,4137.948718,3313.333333,1699,1691,3351.381,192.118225,0,0,0,0,
"17:12:41	",51,0,0,4297.435897,647.692308,4167.692308,4076.923077,4135.897436,647.692308,647.692308,4238.461538,4288.717949,4127.692308,646.153846,646.153846,4145.641026,3321.538462,1697,1691,3351.389,192.149506,0,0,0,0
52,0,0,4297.435897,647.692308,4167.692308,4077.435897,4135.897436,647.692308,647.692308,4242.051282,4292.307692,4131.282051,646.153846,646.153846,4149.230769,3324.615385,1697,1691,3351.397,192.149506,0,0,0,0,
53,0,0,4297.948718,647.692308,4165.641026,4076.923077,4135.897436,647.692308,647.692308,4243.076923,4288.205128,4124.615385,646.153846,646.153846,4148.205128,3320,1696,1691,3351.409,192.149506,0,0,0,0,
54,0,0,4291.282051,647.692308,4158.974359,4075.384615,4135.897436,647.692308,647.692308,4234.358974,4275.897436,4109.74359,646.153846,646.153846,4139.487179,3314.358974,1697,1692,3351.412,192.149506,0,0,0,0,
"17:12:41	",55,0,0,4278.461538,647.692308,4150.769231,4071.794872,4135.897436,647.692308,647.692308,4223.076923,4263.589744,4098.974359,646.153846,646.153846,4135.384615,3313.846154,1696,1692,3351.421,192.180786,0,0,0,0
56,0,0,4282.051282,647.692308,4150.769231,4071.794872,4135.897436,647.692308,647.692308,4229.230769,4268.717949,4107.179487,646.153846,646.153846,4140,3318.461538,1697,1692,3351.428,192.180786,0,0,0,0,
57,0,0,4304.102564,647.692308,4155.897436,4078.461538,4135.897436,647.692308,647.692308,4242.051282,4286.153846,4124.102564,646.153846,646.153846,4145.641026,3328.717949,1696,1693,3351.439,192.180786,0,0,0,0,
58,0,0,4316.410256,647.692308,4160,4084.615385,4135.897436,647.692308,647.692308,4240,4291.794872,4130.769231,646.153846,646.153846,4150.25641,3334.358974,1698,1693,3351.443,192.180786,0,0,0,0,
59,0,0,4306.666667,647.692308,4158.974359,4083.076923,4135.897436,647.692308,647.692308,4226.666667,4278.461538,4121.025641,646.153846,646.153846,4148.717949,3326.666667,1697,1694,3351.452,192.212051,0,0,0,0,
60,0,0,4313.333333,647.692308,4162.051282,4086.153846,4135.897436,647.692308,647.692308,4222.051282,4275.897436,4115.897436,646.153846,646.153846,4144.102564,3327.692308,1698,1693,3351.459,192.212051,0,0,0,0,
61,0,0,4344.102564,647.692308,4176.410256,4097.435897,4135.897436,647.692308,647.692308,4229.230769,4291.794872,4128.205128,646.153846,646.153846,4150.25641,3344.102564,1698,1692,3351.471,192.212051,0,0,0,0,
62,0,0,4346.666667,647.692308,4184.102564,4100,4135.897436,647.692308,647.692308,4230.769231,4297.435897,4138.461538,646.153846,646.153846,4158.461538,3351.282051,1699,1693,3351.476,192.212051,0,0,0,0,
"17:12:41	",63,0,0,4330.769231,647.692308,4180,4094.871795,4135.897436,647.692308,647.692308,4223.589744,4291.794872,4137.948718,646.153846,646.153846,4156.410256,3349.230769,1698,1690,3351.484,192.243332,0,0,0,0
64,0,513,4334.358974,647.692308,4178.974359,4093.333333,4135.897436,647.692308,647.692308,4213.333333,4287.692308,4129.74359,646.153846,646.153846,4151.794872,3349.74359,1698,1690,3351.491,192.243332,0,0,0,0,
65,0,352,4337.948718,647.692308,4180,4094.358974,4135.897436,647.692308,647.692308,4210.25641,4285.641026,4121.538462,646.153846,646.153846,4150.769231,3348.717949,1699,1688,3351.503,192.243332,0,0,0,0,
