0.008995,0.018599,0.049053,2.158073,15.080498
0.183366,0.240068,0.128907,22.205359,15.412057
0.942776,0.409281,0.131153,22.219012,15.548763
2.508513,0.413342,1.956836,22.269582,15.590606
4.499454,0.414261,2.891515,22.548914,15.584247
5.963743,0.410987,2.837067,22.977008,15.537173
6.181631,4.599097,4.663869,23.375343,15.491854
6.381244,6.409171,9.166397,23.293946,15.566921
6.461158,6.414583,9.209988,23.187571,15.654280
6.650849,6.189863,9.381580,23.251066,15.715029
6.871215,6.228031,10.625731,23.020642,15.744739
7.891996,6.310052,10.308377,22.953875,15.789703
8.806851,10.099074,10.108206,22.559235,15.887619
9.490241,13.170414,10.209471,22.196076,15.968523
9.989297,13.195821,10.179291,22.004734,16.018275
10.433399,13.173568,10.076303,21.916758,16.046694
10.773459,13.000263,10.119931,21.874236,16.061822
11.038304,12.821053,10.099237,21.857262,16.068437
11.239082,12.498310,10.061630,21.862498,16.069219
11.388880,12.357576,10.040182,21.888900,16.065839
11.496586,12.153442,10.014818,21.933893,16.059460
11.569608,11.979766,9.973941,21.993752,16.050789
11.614669,11.818969,9.905327,22.064353,16.040287
11.645896,11.635555,9.817987,22.141309,16.028710
11.665776,11.486603,9.746158,22.220410,16.017164
11.722008,11.341439,9.684673,22.299701,16.006343
12.637615,11.220072,9.784734,22.379713,15.996051
13.064238,11.035075,9.882798,22.460443,15.985837
14.865610,10.915843,9.994207,22.540368,15.975425
14.402985,10.836874,10.134775,22.617138,15.964728
15.009634,10.483133,10.127810,22.689953,15.953445
15.455048,10.474097,10.356078,22.759371,15.941027
14.602520,10.531704,10.364293,22.825943,15.926921
14.036712,10.421806,10.350436,22.889334,15.910755
13.630959,10.341721,10.383965,22.947691,15.892524
13.344517,10.026877,10.276789,22.997398,15.872806
12.477746,10.109961,10.644695,23.033123,15.852948
12.795481,9.736539,10.424271,23.047186,15.835117
12.770137,9.869224,10.467853,23.029682,15.821972
12.783905,9.607811,10.533321,22.972355,15.815614
12.419631,9.569668,10.708444,22.874481,15.816346
12.750203,9.755169,10.965953,22.743436,15.822746
13.757554,10.131067,10.735139,22.591787,15.832867
13.737033,10.082581,11.244094,22.439786,15.844979
13.990183,9.828547,11.440296,22.312126,15.857410
14.231321,10.240905,11.390003,22.216482,15.868751
14.443419,10.481966,10.992330,22.147792,15.878147
14.877282,10.532481,11.205858,22.103866,15.885234
15.997857,10.802205,11.194960,22.084581,15.889958
14.446522,11.630157,11.146162,22.089058,15.892454
14.429990,11.611510,11.636376,22.114305,15.892942
14.753560,11.052744,11.306379,22.156361,15.891676
14.457422,10.713942,11.424794,22.212356,15.888912
14.168220,10.626841,11.470957,22.280927,15.884908
14.458756,10.977022,11.223416,22.360860,15.879919
13.568675,11.474328,10.260515,22.447568,16.269340
13.628181,10.688632,11.192836,22.524649,15.868011
12.872597,10.348494,11.569945,22.557014,15.861597
13.062806,10.128069,11.209528,22.521655,15.855185
13.378420,9.910259,10.741577,22.443719,15.848981
13.061182,10.267288,10.549423,22.356459,15.843162
13.616369,10.558535,10.971603,22.273643,15.837868
12.817799,10.557609,11.030945,22.197876,15.833194
12.466533,10.558301,10.825915,22.128537,15.829191
13.209738,10.797889,11.100875,22.064554,15.825869
13.006045,10.816976,11.104181,22.005064,19.648412
12.922066,10.487354,11.012636,21.949567,15.821160
13.175299,10.715402,11.004099,21.897920,15.819664
13.335148,10.833353,10.949687,21.850257,15.818643
13.527829,10.709615,10.980217,21.806913,15.818015
13.636539,10.707718,11.027623,21.768386,15.817698
13.367442,10.785956,11.086233,21.735302,15.817614
13.253568,10.813744,11.069657,21.708371,15.817690
13.216954,10.758748,11.038292,21.688348,15.817861
13.300924,10.672914,11.051925,21.676004,15.818072
13.361697,10.672379,11.025301,21.672128,15.818277
13.357561,10.645343,10.917399,21.677562,15.818438
13.363750,10.581194,10.810913,21.693283,15.818526
13.268663,10.547412,10.743218,21.720557,15.818516
13.032119,10.479613,10.678731,21.761186,15.818383
12.837549,10.406961,10.589838,21.817869,15.818111
12.562113,10.339017,10.510175,21.894714,15.817682
12.287664,10.217297,10.424775,21.997465,15.817083
12.003593,10.030788,10.344601,22.130050,17.249905
11.773833,9.865884,10.274436,22.265833,15.815345
11.641246,9.859386,10.234898,22.273052,15.814190
11.506987,10.012881,10.221309,22.114107,15.812836
11.363332,10.187805,10.199457,21.934626,15.811280
11.178269,10.343366,10.189733,21.782654,15.809524
11.197027,10.476312,10.278943,21.656990,15.807576
11.220948,10.590236,10.338331,21.551588,15.805445
11.237453,10.682665,10.370168,21.461787,15.803138
11.248551,10.766814,10.386675,21.384281,16.480610
11.255354,10.842538,10.393638,21.316703,15.798015
11.258445,10.903353,10.391206,21.257324,15.795211
11.258141,10.960999,10.378605,21.204846,15.792251
11.254625,11.016233,10.355593,21.158269,15.789141
11.248038,11.067579,10.322786,21.116799,15.785886
11.238577,11.126997,10.281403,21.079792,15.782491
11.226529,11.185719,10.232807,21.046711,15.778961
11.212200,11.226317,10.178682,21.017099,15.775301
11.195807,11.261003,10.126958,20.990565,15.771514
11.177497,11.305220,10.093582,20.966757,15.767607
11.157399,11.354856,10.083370,20.945364,15.763586
11.135657,11.392130,10.078152,20.926132,15.759456
11.112603,11.402252,10.058200,20.908875,15.755224
11.088967,11.410318,10.029813,20.893460,15.750896
11.065743,11.448216,10.012677,20.879804,15.746477
11.043321,11.492717,10.016825,20.867874,15.741972
11.021143,11.497186,10.061037,20.857680,15.737386
10.998402,11.487908,10.104670,20.849272,15.732724
10.974467,11.490923,10.147727,20.842728,15.727990
10.949146,11.511268,10.201163,20.838143,15.723188
10.923812,11.544954,10.263014,20.835609,15.718322
10.900734,11.627359,10.292905,20.835198,15.713395
10.879127,11.688775,10.291794,20.836944,16.821239
10.856969,11.664715,10.273209,20.840827,15.703367
10.833046,11.618410,10.281057,20.846775,15.698271
10.806289,11.654022,10.354634,20.854656,15.693124
10.776446,11.700663,10.479991,20.864297,17.038299
10.750078,11.722646,10.596495,20.875508,15.682683
10.738897,11.763270,10.605526,20.888100,15.677393
10.736719,11.777104,10.600527,20.901892,15.672057
10.736434,11.761574,10.585803,20.916713,15.666677
10.733023,11.820363,10.612640,20.932406,15.661253
10.724396,11.919281,10.663497,20.948833,15.655786
10.712226,11.763302,10.667579,20.965865,15.650279
10.701800,11.495307,10.663767,20.983384,16.003807
10.711507,11.789787,10.768812,21.001287,15.639147
10.705992,11.860043,10.750427,21.019484,15.633529
10.682828,11.813730,10.719333,21.037899,15.627879
10.637718,11.917021,10.718648,21.056466,15.622203
10.563480,12.095260,10.652047,21.075136,15.616505
10.451689,12.316621,10.544838,21.093875,15.610791
10.406060,12.317474,10.473777,21.112662,15.605065
10.457075,12.149557,10.643310,21.131489,18.251522
10.464853,11.951127,10.884555,21.150348,15.593602
10.423718,12.411827,11.120438,21.169233,15.587879
10.429006,12.536343,11.265815,21.188132,15.582171
10.484425,12.075341,11.308202,21.207032,15.576488
10.513227,11.686343,11.380182,21.225917,15.570841
10.528150,11.503390,11.414192,21.244776,15.565240
10.531724,11.496993,11.405606,21.263604,15.559699
10.521588,11.729440,11.364862,21.282395,15.554228
10.493983,11.846983,11.249821,21.301142,15.548843
10.443328,11.890921,11.047800,21.319835,15.543557
10.364586,12.044863,10.765665,21.338465,15.798859
10.305976,12.169107,10.632703,21.357027,15.533338
10.324452,12.076170,10.902680,21.375532,15.528434
10.355076,11.966565,11.146519,21.394002,15.754258
10.385167,11.669273,11.283927,21.412447,15.803248
10.391228,11.515295,11.373449,21.430867,15.514693
10.372536,11.434582,11.429507,21.449263,15.510474
10.331016,11.409702,11.457542,21.467625,15.506453
10.270791,11.437097,11.465960,21.485925,15.502636
10.215439,11.381251,11.463639,21.504118,15.499031
10.207786,11.275505,11.406960,21.522151,15.495643
10.225656,11.249112,11.335710,21.539956,15.492475
10.234045,11.293472,11.259274,21.557457,15.489529
10.231667,11.356405,11.169903,21.574577,15.486805
10.233253,11.341892,11.094514,21.591239,15.484301
10.251161,11.205247,11.067577,21.607394,15.482011
10.278306,10.980297,11.043764,21.623038,15.479929
10.303485,10.742175,10.976045,21.638133,15.478045
10.322142,10.597408,10.891475,21.652613,15.476352
10.332489,10.611268,10.841261,21.666416,15.474843
10.319367,10.632607,10.787240,21.703909,15.468087
10.275885,10.560685,10.728161,21.790115,15.450626
10.232202,10.485904,10.673588,21.876053,15.433397
10.188323,10.409561,10.623738,21.960892,15.416575
10.144238,10.333394,10.578968,22.043644,15.400360
10.099990,10.259527,10.539943,22.123217,15.384969
10.055721,10.190312,10.507534,22.198444,15.370627
10.011718,10.128031,10.482466,22.268151,15.357551
9.968419,10.074397,10.464686,22.331276,15.345931
9.926377,10.030111,10.452833,22.386993,15.335905
9.886232,9.994591,10.444196,22.434795,15.327542
9.848741,9.965960,10.435277,22.474504,15.320843
9.814507,9.941764,10.423599,22.506329,15.315730
9.783738,9.919938,10.408576,22.530869,15.312051
9.756011,9.899452,10.391109,22.549047,15.309584
9.730498,9.880068,10.372629,22.561960,15.308066
9.707291,9.861668,10.353662,22.570569,15.307275
9.687143,9.844232,10.333128,22.575683,15.307039
9.670673,9.827508,10.308848,22.578041,15.307216
9.658192,9.810955,10.278309,22.578323,15.307684
9.649711,9.793927,10.239349,22.577142,15.308345
9.644910,9.775742,10.190814,22.575035,15.309123
9.643134,9.755342,10.132692,22.572451,15.309957
9.643444,9.730470,10.065652,22.569754,15.310799
9.644697,9.695950,9.990211,22.567224,15.311618
9.645629,9.638992,9.905432,22.565074,15.312390
9.644801,9.519186,9.804927,22.563475,15.313099
9.636764,8.897318,9.607061,22.562572,19.890195
9.640415,9.600380,9.657981,22.562489,15.314277
9.636920,9.862425,9.627815,22.563327,18.144920
9.630481,10.037922,9.587991,22.565171,15.858934
9.622626,10.173192,9.562049,22.568095,15.315352
9.615076,10.277768,9.581466,22.572162,15.315513
9.609721,10.352256,9.611968,22.577422,15.315570
9.607980,10.396302,9.659630,22.583917,15.315518
9.610314,10.414111,9.722866,22.591675,15.315353
9.617241,10.421047,9.779735,22.600716,15.315072
9.631095,10.447720,9.776212,22.611051,15.314670
9.651108,10.504615,9.697622,22.622688,15.314144
9.672309,10.569914,9.592904,22.635628,15.313488
9.693455,10.626959,9.494025,22.649878,15.312698
9.718444,10.659447,9.422767,22.665442,15.311770
9.754569,10.644892,9.405952,22.682312,15.310699
9.805345,10.573183,9.455304,22.700455,15.309478
9.865351,10.461465,9.549906,22.719852,15.308105
9.926878,10.333521,9.661043,22.740535,15.306575
9.985499,10.202906,9.772467,22.762563,15.304890
10.039547,10.074586,9.878345,22.786012,15.303047
10.088588,9.949575,9.977575,22.810978,15.301047
10.132618,9.827425,10.070689,22.837573,16.298014
10.171751,9.707240,10.158641,22.865929,15.310442
10.206100,9.588042,10.242413,22.896202,18.247449
10.235747,9.468885,10.322862,22.928603,15.291485
10.260735,9.348945,10.400697,22.963397,15.288717
10.289975,9.227556,10.476470,23.000897,15.285804
10.316032,9.104193,10.550420,23.041506,15.282748
10.337533,8.978508,10.622192,23.085772,15.279546
10.354946,8.850433,10.690412,23.134479,15.276197
10.369193,8.720345,10.752087,23.188762,15.272699
10.381824,8.589196,10.802046,23.250244,15.269051
10.394948,8.458367,10.833054,23.321090,15.265250
10.410572,8.328891,10.837557,23.403863,15.261298
10.429340,8.199957,10.811137,23.501164,15.257209
10.449446,8.067606,10.755194,23.615531,15.253012
10.466766,7.924594,10.675718,23.750185,15.248733
10.475845,7.761016,10.579344,23.910327,15.244392
10.471073,7.565832,10.470686,24.103061,15.240001
10.453309,7.343224,10.355202,24.322464,15.235557
10.468335,7.209883,10.260924,24.458674,15.231050
10.575330,7.315726,10.221819,24.371441,15.226475
10.703877,7.483010,10.199468,24.226248,15.221837
10.816805,7.617792,10.173385,24.110623,15.217149
10.913929,7.719451,10.143313,24.025161,15.212440
10.998890,7.797003,10.111049,23.961476,15.207753
11.074505,7.857368,10.077948,23.913099,15.203146
11.142729,7.905302,10.044939,23.875527,15.198697
11.204955,7.944163,10.012717,23.845499,15.194504
11.262222,7.976443,9.981877,23.820500,15.190682
11.315341,8.004093,9.952972,23.798462,15.187370
11.364972,8.028702,9.926544,23.777610,15.184722
11.411660,8.051614,9.903129,23.756382,15.182898
11.455860,8.073965,9.883218,23.733426,15.182042
11.497940,8.096688,9.867221,23.707628,15.182274
11.538189,8.120499,9.855435,23.678155,15.183679
11.576815,8.145895,9.848008,23.644490,15.186296
11.613941,8.173141,9.844929,23.606456,15.190110
