0.000170,0.000404,0.001553,0.834209,1.592920,0.000000,0.000170,0.000404,0.001553,0.834209,1.592920
0.001772,0.003971,0.013133,2.191395,1.593601,0.000000,0.000971,0.002188,0.007343,1.512980,-3.208579
0.009106,0.018819,0.049541,2.192845,15.007687,0.000000,0.003683,0.007732,0.021413,0.140240,2.862009
0.031322,0.057910,0.105846,2.194867,15.116665,0.000000,0.010598,0.020288,0.042559,-2.842364,-0.433457
0.082982,0.132116,0.123133,2.197823,15.277975,0.000000,0.025121,0.042755,0.058984,-2.611190,-1.341002
0.184243,0.241033,0.128942,22.530987,15.513487,0.000000,0.051899,0.076320,0.051092,1.581298,1.041425
0.356777,0.358428,0.132938,21.787296,15.700626,0.000000,0.096044,0.117676,0.000416,3.745462,-0.162485
0.617866,0.425809,0.135489,21.339641,15.831040,0.000000,0.162182,0.157522,-0.092140,1.371417,-0.155814
0.983673,0.434925,0.137475,21.243935,15.913727,0.000000,0.255075,0.183947,-0.189528,-1.615462,0.023463
1.450067,0.439892,0.139106,20.940591,15.962363,0.000000,0.376411,0.179997,-0.237464,-1.665423,-0.112985
2.055106,0.451209,0.405612,21.038093,15.988889,0.000000,0.534795,0.143792,-0.177072,-0.503781,0.129976
2.753877,0.457493,1.877060,20.969460,16.001315,0.000000,0.725228,0.060333,-0.007231,0.005385,0.149946
3.528935,0.461883,3.023234,20.910301,16.004259,0.000000,0.947090,-0.066027,0.223388,0.670486,0.234222
4.354370,0.465010,3.008415,20.897246,16.000588,0.000000,1.197883,-0.221280,0.417497,0.956886,0.251325
5.213152,0.467646,2.982485,20.946024,15.992731,0.000000,1.476704,-0.382311,0.470240,0.404696,0.110658
6.023749,0.469223,2.964978,21.000145,15.982815,0.000000,1.771027,-0.525506,0.331379,-0.261674,0.070352
6.728171,0.469869,2.970371,21.041351,15.972434,0.000000,2.070525,-0.619449,0.025249,-0.489139,-0.071971
7.400571,0.470250,2.929266,21.067714,15.962445,0.000000,2.388792,-0.637555,-0.335448,-0.424367,-0.080265
7.864093,0.612157,2.894651,21.078935,15.952780,0.000000,2.695498,-0.570838,-0.601356,-0.379439,-0.017797
7.940172,2.683663,2.899854,21.073947,15.942745,0.000000,2.952741,-0.405512,-0.674446,-0.306971,-0.024970
8.194364,4.648303,3.287019,21.052236,15.931677,0.000000,3.236865,-0.168489,-0.468451,0.016759,0.015708
8.390582,6.271671,7.780750,21.016879,15.919313,0.000000,3.489606,0.114229,-0.079538,-0.015080,0.017957
8.445844,7.294889,9.578872,20.973952,15.905759,0.000000,3.664775,0.425285,0.335592,-0.032425,0.001124
8.523937,7.303226,9.377519,20.930067,15.891375,0.000000,3.801236,0.707146,0.635437,0.056082,-0.024548
8.645937,7.249332,9.042361,20.894287,15.876605,0.000000,3.906022,0.912810,0.676265,0.073636,-0.044087
8.710743,7.226642,8.805639,20.881052,15.861779,0.000000,3.928214,1.028789,0.467459,0.098273,-0.047906
8.817333,7.193379,8.721303,20.898000,15.847002,0.000000,3.907024,1.025041,0.102835,0.068325,-0.031227
8.920160,7.169837,8.603402,20.932705,15.832194,0.000000,3.814990,0.903107,-0.274261,0.086599,-0.001209
9.013519,7.113897,8.602255,20.967988,15.817239,0.000000,3.671201,0.664360,-0.516259,0.045482,0.019747
9.063918,6.984334,8.748506,20.990761,15.802110,0.000000,3.442082,0.333058,-0.554672,-0.031741,0.044435
8.949229,6.939254,8.838936,20.985199,15.786924,0.000000,3.046747,-0.036977,-0.325274,-0.060798,0.049958
8.906817,6.635694,10.164201,20.939213,15.771915,0.000000,2.721821,-0.413125,-0.011971,-0.096361,0.040901
9.112376,6.686660,10.423762,21.052181,15.757366,0.000000,2.332021,-0.697856,0.308282,-0.096977,0.013420
9.251876,6.737584,10.011822,21.142878,15.743533,0.000000,1.963059,-0.945255,0.422580,-0.025622,0.011873
9.347262,6.669619,10.491735,21.202854,15.730563,0.000000,1.557462,-1.068851,0.438244,0.002401,0.000675
9.409706,6.595276,10.705296,21.249303,15.718461,0.000000,1.071780,-1.066716,0.260295,0.042795,-0.007448
9.423858,6.510640,10.931349,21.292182,15.707082,0.000000,0.564424,-0.952769,0.022203,0.174974,-0.023807
9.368633,6.734425,11.106392,21.338279,15.696175,0.000000,-0.006214,-0.727626,-0.200107,0.156945,-0.015982
9.336221,10.134022,11.007187,21.390928,15.685429,0.000000,-0.567768,-0.431305,-0.320917,0.108556,0.000924
9.463998,11.593451,10.935781,21.449862,15.674529,0.000000,-1.059418,-0.142397,-0.328454,0.046420,0.000629
9.552801,12.251411,10.734643,21.511753,15.663222,0.000000,-1.556047,0.155880,-0.234610,0.083294,0.005713
9.520733,12.124043,10.074503,21.570385,15.651371,0.000000,-2.170465,0.432149,-0.067613,0.068528,-0.005796
9.499531,12.176476,10.121386,21.617684,15.638954,0.000000,-2.569831,0.637316,0.027114,0.085221,-0.006956
9.497779,11.688305,10.775806,21.646866,15.626007,0.000000,-3.043643,0.734408,0.156405,0.043227,-0.001747
9.397065,11.382464,10.875704,21.661578,15.612556,0.000000,-3.401279,0.747929,0.187331,0.010719,-0.000729
9.398969,11.602053,10.436646,21.698843,15.598553,0.000000,-3.838132,0.717343,0.156527,-0.031239,-0.002622
9.550216,11.357534,10.180823,21.768476,15.583860,0.000000,-4.178008,0.613523,0.114950,-0.047444,-0.005699
9.683516,11.110560,10.146371,21.836765,15.568263,0.000000,-4.520921,0.454080,0.067431,-0.010494,-0.008292
9.711440,10.951365,9.996987,21.898424,15.551503,0.000000,-4.809382,0.279934,0.037254,0.062820,-0.018692
9.540104,11.337458,9.648320,21.955842,15.533295,0.000000,-5.028439,0.080562,-0.008989,-0.016897,-0.004089
9.567073,11.008239,9.840897,22.010790,15.513332,0.000000,-5.216663,-0.071528,-0.046908,0.002849,0.000355
